ID	POEM_NUMBER	POEM	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	ALIGNMENT	RHYME	RHYME_WORD	RHYMEIDS
215	14	草蟲	14.3	4	我心傷a悲	我 + 心 + 傷 + 悲	我 + 心 + 傷 + 悲	14.3.a	悲	0 0 0 57
216	14	草蟲	14.3	5	亦既見x?b止	亦 + 既 + 見 + 止	亦 + 既 + 見 + 止		止	0 0 0 0
217	14	草蟲	14.3	6	亦既覯x?b止	亦 + 既 + 覯 + 止	亦 + 既 + 覯 + 止		止	0 0 0 0
218	14	草蟲	14.3	7	我心則a夷	我 + 心 + 則 + 夷	我 + 心 + 則 + 夷	14.3.a	夷	0 0 0 57
219	15	采蘋	15.1	1	于以采a蘋	于 + 以 + 采 + 蘋	于 + 以 + 采 + 蘋	15.1.a	蘋	0 0 0 58
220	15	采蘋	15.1	2	南澗之a濱	南 + 澗 + 之 + 濱	南 + 澗 + 之 + 濱	15.1.a	濱	0 0 0 58
221	15	采蘋	15.1	3	于以采b藻	于 + 以 + 采 + 藻	于 + 以 + 采 + 藻	15.1.b	藻	0 0 0 59
222	15	采蘋	15.1	4	于彼行b潦	于 + 彼 + 行 + 潦	于 + 彼 + 行 + 潦	15.1.b	潦	0 0 0 59
223	15	采蘋	15.2	1	于以x?b盛之	于 + 以 + 盛 + 之	于 + 以 + 盛 + 之		盛	0 0 0 0
224	15	采蘋	15.2	2	維筐及a筥	維 + 筐 + 及 + 筥	維 + 筐 + 及 + 筥	15.2.a	筥	0 0 0 60
225	15	采蘋	15.2	3	于以x?b湘之	于 + 以 + 湘 + 之	于 + 以 + 湘 + 之		湘	0 0 0 0
226	15	采蘋	15.2	4	維錡及a釜	維 + 錡 + 及 + 釜	維 + 錡 + 及 + 釜	15.2.a	釜	0 0 0 60
227	15	采蘋	15.3	1	于以x?b奠之	于 + 以 + 奠 + 之	于 + 以 + 奠 + 之		奠	0 0 0 0
228	15	采蘋	15.3	2	宗室牖a下	宗 + 室 + 牖 + 下	宗 + 室 + 牖 + 下	15.3.a	下	0 0 0 61
229	15	采蘋	15.3	3	誰起x?b尸之	誰 + 起 + 尸 + 之	誰 + 起 + 尸 + 之		尸	0 0 0 0
230	15	采蘋	15.3	4	有齊季a女	有 + 齊 + 季 + 女	有 + 齊 + 季 + 女	15.3.a	女	0 0 0 61
231	16	甘棠	16.1	1	蔽芾甘棠	蔽 + 芾 + 甘 + 棠	蔽 + 芾 + 甘 + 棠		棠	0 0 0 0
232	16	甘棠	16.1	2	勿翦勿a伐	勿 + 翦 + 勿 + 伐	勿 + 翦 + 勿 + 伐	16.1.a	伐	0 0 0 62
233	16	甘棠	16.1	3	召伯所a茇	召 + 伯 + 所 + 茇	召 + 伯 + 所 + 茇	16.1.a	茇	0 0 0 62
234	16	甘棠	16.2	1	蔽芾甘棠	蔽 + 芾 + 甘 + 棠	蔽 + 芾 + 甘 + 棠		棠	0 0 0 0
235	16	甘棠	16.2	2	勿翦勿a敗	勿 + 翦 + 勿 + 敗	勿 + 翦 + 勿 + 敗	16.2.a	敗	0 0 0 63
236	16	甘棠	16.2	3	召伯所a憩	召 + 伯 + 所 + 憩	召 + 伯 + 所 + 憩	16.2.a	憩	0 0 0 63
237	16	甘棠	16.3	1	蔽芾甘棠	蔽 + 芾 + 甘 + 棠	蔽 + 芾 + 甘 + 棠		棠	0 0 0 0
238	16	甘棠	16.3	2	勿翦勿a拜	勿 + 翦 + 勿 + 拜	勿 + 翦 + 勿 + 拜	16.3.a	拜	0 0 0 64
239	16	甘棠	16.3	3	召伯所a說	召 + 伯 + 所 + 說	召 + 伯 + 所 + 說	16.3.a	說	0 0 0 64
240	17	行露	17.1	1	厭浥行a露	厭 + 浥 + 行 + 露	厭 + 浥 + 行 + 露	17.1.a	露	0 0 0 65
241	17	行露	17.1	2	豈不夙a夜	豈 + 不 + 夙 + 夜	豈 + 不 + 夙 + 夜	17.1.a	夜	0 0 0 65
242	17	行露	17.1	3	謂行多a露	謂 + 行 + 多 + 露	謂 + 行 + 多 + 露	17.1.a	露	0 0 0 65
243	17	行露	17.2	1	誰謂雀無a角	誰 + 謂 + 雀 + 無 + 角	誰 + 謂 + 雀 + 無 + 角	17.2.a	角	0 0 0 0 66
244	17	行露	17.2	2	何以穿我a屋	何 + 以 + 穿 + 我 + 屋	何 + 以 + 穿 + 我 + 屋	17.2.a	屋	0 0 0 0 66
245	17	行露	17.2	3	誰謂女無家	誰 + 謂 + 女 + 無 + 家	誰 + 謂 + 女 + 無 + 家		家	0 0 0 0 0
246	17	行露	17.2	4	何以速我a獄	何 + 以 + 速 + 我 + 獄	何 + 以 + 速 + 我 + 獄	17.2.a	獄	0 0 0 0 66
247	17	行露	17.2	5	雖速我a獄	雖 + 速 + 我 + 獄	雖 + 速 + 我 + 獄	17.2.a	獄	0 0 0 66
248	17	行露	17.2	6	室家不a足	室 + 家 + 不 + 足	室 + 家 + 不 + 足	17.2.a	足	0 0 0 66
249	17	行露	17.3	1	誰謂鼠無a牙	誰 + 謂 + 鼠 + 無 + 牙	誰 + 謂 + 鼠 + 無 + 牙	17.3.a	牙	0 0 0 0 67
250	17	行露	17.3	2	何以穿我b墉	何 + 以 + 穿 + 我 + 墉	何 + 以 + 穿 + 我 + 墉	17.3.b	墉	0 0 0 0 68
251	17	行露	17.3	3	誰謂女無a家	誰 + 謂 + 女 + 無 + 家	誰 + 謂 + 女 + 無 + 家	17.3.a	家	0 0 0 0 67
252	17	行露	17.3	4	何以速我b訟	何 + 以 + 速 + 我 + 訟	何 + 以 + 速 + 我 + 訟	17.3.b	訟	0 0 0 0 68
253	17	行露	17.3	5	雖速我b訟	雖 + 速 + 我 + 訟	雖 + 速 + 我 + 訟	17.3.b	訟	0 0 0 68
254	17	行露	17.3	6	亦不女b從	亦 + 不 + 女 + 從	亦 + 不 + 女 + 從	17.3.b	從	0 0 0 68
255	18	羔羊	18.1	1	羔羊之a皮	羔 + 羊 + 之 + 皮	羔 + 羊 + 之 + 皮	18.1.a	皮	0 0 0 69
256	18	羔羊	18.1	2	素絲五a紽	素 + 絲 + 五 + 紽	素 + 絲 + 五 + 紽	18.1.a	紽	0 0 0 69
257	18	羔羊	18.1	3	退食自公	退 + 食 + 自 + 公	退 + 食 + 自 + 公		公	0 0 0 0
258	18	羔羊	18.1	4	委蛇委a蛇	委 + 蛇 + 委 + 蛇	委 + 蛇 + 委 + 蛇	18.1.a	蛇	0 0 0 69
259	18	羔羊	18.2	1	羔羊之a革	羔 + 羊 + 之 + 革	羔 + 羊 + 之 + 革	18.2.a	革	0 0 0 70
260	18	羔羊	18.2	2	素絲五a緎	素 + 絲 + 五 + 緎	素 + 絲 + 五 + 緎	18.2.a	緎	0 0 0 70
261	18	羔羊	18.2	3	委蛇委蛇	委 + 蛇 + 委 + 蛇	委 + 蛇 + 委 + 蛇		蛇	0 0 0 0
262	18	羔羊	18.2	4	自公退a食	自 + 公 + 退 + 食	自 + 公 + 退 + 食	18.2.a	食	0 0 0 70
263	18	羔羊	18.3	1	羔羊之a縫	羔 + 羊 + 之 + 縫	羔 + 羊 + 之 + 縫	18.3.a	縫	0 0 0 71
264	18	羔羊	18.3	2	素絲五a總	素 + 絲 + 五 + 總	素 + 絲 + 五 + 總	18.3.a	總	0 0 0 71
265	18	羔羊	18.3	3	委蛇委蛇	委 + 蛇 + 委 + 蛇	委 + 蛇 + 委 + 蛇		蛇	0 0 0 0
266	18	羔羊	18.3	4	退食自a公	退 + 食 + 自 + 公	退 + 食 + 自 + 公	18.3.a	公	0 0 0 71
267	19	殷其雷	19.1	1	殷其靁	殷 + 其 + 靁	殷 + 其 + 靁		靁	0 0 0
268	19	殷其雷	19.1	2	在南山之a陽	在 + 南 + 山 + 之 + 陽	在 + 南 + 山 + 之 + 陽	19.1.a	陽	0 0 0 0 72
269	19	殷其雷	19.1	3	何斯違斯	何 + 斯 + 違 + 斯	何 + 斯 + 違 + 斯		斯	0 0 0 0
270	19	殷其雷	19.1	4	莫敢或a遑	莫 + 敢 + 或 + 遑	莫 + 敢 + 或 + 遑	19.1.a	遑	0 0 0 72
271	19	殷其雷	19.1	5	振振君x?b子	振 + 振 + 君 + 子	振 + 振 + 君 + 子		子	0 0 0 0
272	19	殷其雷	19.1	6	歸哉歸x?b哉	歸 + 哉 + 歸 + 哉	歸 + 哉 + 歸 + 哉		哉	0 0 0 0
273	19	殷其雷	19.2	1	殷其靁	殷 + 其 + 靁	殷 + 其 + 靁		靁	0 0 0
274	19	殷其雷	19.2	2	在南山之a側	在 + 南 + 山 + 之 + 側	在 + 南 + 山 + 之 + 側	19.2.a	側	0 0 0 0 73
275	19	殷其雷	19.2	3	何斯違斯	何 + 斯 + 違 + 斯	何 + 斯 + 違 + 斯		斯	0 0 0 0
276	19	殷其雷	19.2	4	莫敢遑a息	莫 + 敢 + 遑 + 息	莫 + 敢 + 遑 + 息	19.2.a	息	0 0 0 73
277	19	殷其雷	19.2	5	振振君x?b子	振 + 振 + 君 + 子	振 + 振 + 君 + 子		子	0 0 0 0
278	19	殷其雷	19.2	6	歸哉歸x?b哉	歸 + 哉 + 歸 + 哉	歸 + 哉 + 歸 + 哉		哉	0 0 0 0
279	19	殷其雷	19.3	1	殷其靁	殷 + 其 + 靁	殷 + 其 + 靁		靁	0 0 0
280	19	殷其雷	19.3	2	在南山之a下	在 + 南 + 山 + 之 + 下	在 + 南 + 山 + 之 + 下	19.3.a	下	0 0 0 0 74
281	19	殷其雷	19.3	3	何斯違斯	何 + 斯 + 違 + 斯	何 + 斯 + 違 + 斯		斯	0 0 0 0
282	19	殷其雷	19.3	4	莫敢遑a處	莫 + 敢 + 遑 + 處	莫 + 敢 + 遑 + 處	19.3.a	處	0 0 0 74
283	19	殷其雷	19.3	5	振振君x?b子	振 + 振 + 君 + 子	振 + 振 + 君 + 子		子	0 0 0 0
284	19	殷其雷	19.3	6	歸哉歸x?b哉	歸 + 哉 + 歸 + 哉	歸 + 哉 + 歸 + 哉		哉	0 0 0 0
285	20	摽有梅	20.1	1	摽有x?b梅	摽 + 有 + 梅	摽 + 有 + 梅		梅	0 0 0
286	20	摽有梅	20.1	2	其實a七兮	其 + 實 + 七 + 兮	其 + 實 + 七 + 兮	20.1.a	七	0 0 75 0
287	20	摽有梅	20.1	3	求我庶x?b士	求 + 我 + 庶 + 士	求 + 我 + 庶 + 士		士	0 0 0 0
288	20	摽有梅	20.1	4	迨其a吉兮	迨 + 其 + 吉 + 兮	迨 + 其 + 吉 + 兮	20.1.a	吉	0 0 75 0
289	20	摽有梅	20.2	1	摽有x?b梅	摽 + 有 + 梅	摽 + 有 + 梅		梅	0 0 0
290	20	摽有梅	20.2	2	其實a三兮	其 + 實 + 三 + 兮	其 + 實 + 三 + 兮	20.2.a	三	0 0 76 0
291	20	摽有梅	20.2	3	求我庶x?b士	求 + 我 + 庶 + 士	求 + 我 + 庶 + 士		士	0 0 0 0
292	20	摽有梅	20.2	4	迨其a今兮	迨 + 其 + 今 + 兮	迨 + 其 + 今 + 兮	20.2.a	今	0 0 76 0
293	20	摽有梅	20.3	1	摽有x?b梅	摽 + 有 + 梅	摽 + 有 + 梅		梅	0 0 0
294	20	摽有梅	20.3	2	頃筐a塈之	頃 + 筐 + 塈 + 之	頃 + 筐 + 塈 + 之	20.3.a	塈	0 0 77 0
295	20	摽有梅	20.3	3	求我庶x?b士	求 + 我 + 庶 + 士	求 + 我 + 庶 + 士		士	0 0 0 0
296	20	摽有梅	20.3	4	迨其a謂之	迨 + 其 + 謂 + 之	迨 + 其 + 謂 + 之	20.3.a	謂	0 0 77 0
297	21	小星	21.1	1	嘒彼小a星	嘒 + 彼 + 小 + 星	嘒 + 彼 + 小 + 星	21.1.a	星	0 0 0 78
298	21	小星	21.1	2	三五在b東	三 + 五 + 在 + 東	三 + 五 + 在 + 東	21.1.b	東	0 0 0 79
299	21	小星	21.1	3	肅肅宵a征	肅 + 肅 + 宵 + 征	肅 + 肅 + 宵 + 征	21.1.a	征	0 0 0 78
300	21	小星	21.1	4	夙夜在b公	夙 + 夜 + 在 + 公	夙 + 夜 + 在 + 公	21.1.b	公	0 0 0 79
301	21	小星	21.1	5	寔命不b同	寔 + 命 + 不 + 同	寔 + 命 + 不 + 同	21.1.b	同	0 0 0 79
302	21	小星	21.2	1	嘒彼小a星	嘒 + 彼 + 小 + 星	嘒 + 彼 + 小 + 星	21.2.a	星	0 0 0 80
303	21	小星	21.2	2	維參與b昴	維 + 參 + 與 + 昴	維 + 參 + 與 + 昴	21.2.b	昴	0 0 0 81
304	21	小星	21.2	3	肅肅宵a征	肅 + 肅 + 宵 + 征	肅 + 肅 + 宵 + 征	21.2.a	征	0 0 0 80
305	21	小星	21.2	4	抱衾與b裯	抱 + 衾 + 與 + 裯	抱 + 衾 + 與 + 裯	21.2.b	裯	0 0 0 81
306	21	小星	21.2	5	寔命不b猶	寔 + 命 + 不 + 猶	寔 + 命 + 不 + 猶	21.2.b	猶	0 0 0 81
307	22	江有汜	22.1	1	江有a汜	江 + 有 + 汜	江 + 有 + 汜	22.1.a	汜	0 0 82
308	22	江有汜	22.1	2	之子歸	之 + 子 + 歸	之 + 子 + 歸		歸	0 0 0
309	22	江有汜	22.1	3	不我a以	不 + 我 + 以	不 + 我 + 以	22.1.a	以	0 0 82
311	22	江有汜	22.1	5	其後也a悔	其 + 後 + 也 + 悔	其 + 後 + 也 + 悔	22.1.a	悔	0 0 0 82
312	22	江有汜	22.2	1	江有a渚	江 + 有 + 渚	江 + 有 + 渚	22.2.a	渚	0 0 83
313	22	江有汜	22.2	2	之子歸	之 + 子 + 歸	之 + 子 + 歸		歸	0 0 0
314	22	江有汜	22.2	3	不我a與	不 + 我 + 與	不 + 我 + 與	22.2.a	與	0 0 83
316	22	江有汜	22.2	5	其後也a處	其 + 後 + 也 + 處	其 + 後 + 也 + 處	22.2.a	處	0 0 0 83
317	22	江有汜	22.3	1	江有a沱	江 + 有 + 沱	江 + 有 + 沱	22.3.a	沱	0 0 84
318	22	江有汜	22.3	2	之子歸	之 + 子 + 歸	之 + 子 + 歸		歸	0 0 0
319	22	江有汜	22.3	3	不我a過	不 + 我 + 過	不 + 我 + 過	22.3.a	過	0 0 84
321	22	江有汜	22.3	5	其嘯也a歌	其 + 嘯 + 也 + 歌	其 + 嘯 + 也 + 歌	22.3.a	歌	0 0 0 84
322	23	野有死麇	23.1	1	野有死a麇	野 + 有 + 死 + 麇	野 + 有 + 死 + 麇	23.1.a	麇	0 0 0 85
323	23	野有死麇	23.1	2	白茅b包之	白 + 茅 + 包 + 之	白 + 茅 + 包 + 之	23.1.b	包	0 0 86 0
324	23	野有死麇	23.1	3	有女懷a春	有 + 女 + 懷 + 春	有 + 女 + 懷 + 春	23.1.a	春	0 0 0 85
325	23	野有死麇	23.1	4	吉士b誘之	吉 + 士 + 誘 + 之	吉 + 士 + 誘 + 之	23.1.b	誘	0 0 86 0
326	23	野有死麇	23.2	1	林有樸a樕	林 + 有 + 樸 + 樕	林 + 有 + 樸 + 樕	23.2.a	樕	0 0 0 87
327	23	野有死麇	23.2	2	野有死a鹿	野 + 有 + 死 + 鹿	野 + 有 + 死 + 鹿	23.2.a	鹿	0 0 0 87
328	23	野有死麇	23.2	3	白茅純a束	白 + 茅 + 純 + 束	白 + 茅 + 純 + 束	23.2.a	束	0 0 0 87
329	23	野有死麇	23.2	4	有女如a玉	有 + 女 + 如 + 玉	有 + 女 + 如 + 玉	23.2.a	玉	0 0 0 87
330	23	野有死麇	23.3	1	舒而脫a脫兮	舒 + 而 + 脫 + 脫 + 兮	舒 + 而 + 脫 + 脫 + 兮	23.3.a	脫	0 0 0 88 0
331	23	野有死麇	23.3	2	無感我a帨兮	無 + 感 + 我 + 帨 + 兮	無 + 感 + 我 + 帨 + 兮	23.3.a	帨	0 0 0 88 0
332	23	野有死麇	23.3	3	無使尨也a吠	無 + 使 + 尨 + 也 + 吠	無 + 使 + 尨 + 也 + 吠	23.3.a	吠	0 0 0 0 88
333	24	何彼襛矣	24.1	1	何彼襛矣	何 + 彼 + 襛 + 矣	何 + 彼 + 襛 + 矣		襛	0 0 0 0
334	24	何彼襛矣	24.1	2	唐棣之a華	唐 + 棣 + 之 + 華	唐 + 棣 + 之 + 華	24.1.a	華	0 0 0 89
335	24	何彼襛矣	24.1	3	曷不肅雝	曷 + 不 + 肅 + 雝	曷 + 不 + 肅 + 雝		雝	0 0 0 0
336	24	何彼襛矣	24.1	4	王姬之a車	王 + 姬 + 之 + 車	王 + 姬 + 之 + 車	24.1.a	車	0 0 0 89
337	24	何彼襛矣	24.2	1	何彼襛矣	何 + 彼 + 襛 + 矣	何 + 彼 + 襛 + 矣		襛	0 0 0 0
338	24	何彼襛矣	24.2	2	華如桃a李	華 + 如 + 桃 + 李	華 + 如 + 桃 + 李	24.2.a	李	0 0 0 90
339	24	何彼襛矣	24.2	3	平王之孫	平 + 王 + 之 + 孫	平 + 王 + 之 + 孫		孫	0 0 0 0
340	24	何彼襛矣	24.2	4	齊侯之a子	齊 + 侯 + 之 + 子	齊 + 侯 + 之 + 子	24.2.a	子	0 0 0 90
341	24	何彼襛矣	24.3	1	其釣維何	其 + 釣 + 維 + 何	其 + 釣 + 維 + 何		何	0 0 0 0
342	24	何彼襛矣	24.3	2	維絲伊a緡	維 + 絲 + 伊 + 緡	維 + 絲 + 伊 + 緡	24.3.a	緡	0 0 0 91
343	24	何彼襛矣	24.3	3	齊侯之子	齊 + 侯 + 之 + 子	齊 + 侯 + 之 + 子		子	0 0 0 0
344	24	何彼襛矣	24.3	4	平王之a孫	平 + 王 + 之 + 孫	平 + 王 + 之 + 孫	24.3.a	孫	0 0 0 91
345	25	騶虞	25.1	1	彼茁者a葭	彼 + 茁 + 者 + 葭	彼 + 茁 + 者 + 葭	25.1.a	葭	0 0 0 92
346	25	騶虞	25.1	2	壹發五a豝	壹 + 發 + 五 + 豝	壹 + 發 + 五 + 豝	25.1.a	豝	0 0 0 92
347	25	騶虞	25.1	3	于嗟乎騶a虞	于 + 嗟 + 乎 + 騶 + 虞	于 + 嗟 + 乎 + 騶 + 虞	25.1.a	虞	0 0 0 0 92
348	25	騶虞	25.2	1	彼茁者a蓬	彼 + 茁 + 者 + 蓬	彼 + 茁 + 者 + 蓬	25.2.a	蓬	0 0 0 93
349	25	騶虞	25.2	2	壹發五a豵	壹 + 發 + 五 + 豵	壹 + 發 + 五 + 豵	25.2.a	豵	0 0 0 93
350	25	騶虞	25.2	3	于嗟乎騶虞	于 + 嗟 + 乎 + 騶 + 虞	于 + 嗟 + 乎 + 騶 + 虞		虞	0 0 0 0 0
351	26	柏舟	26.1	1	汎彼柏a舟	汎 + 彼 + 柏 + 舟	汎 + 彼 + 柏 + 舟	26.1.a	舟	0 0 0 94
352	26	柏舟	26.1	2	亦汎其a流	亦 + 汎 + 其 + 流	亦 + 汎 + 其 + 流	26.1.a	流	0 0 0 94
353	26	柏舟	26.1	3	耿耿不寐	耿 + 耿 + 不 + 寐	耿 + 耿 + 不 + 寐		寐	0 0 0 0
354	26	柏舟	26.1	4	如有隱a憂	如 + 有 + 隱 + 憂	如 + 有 + 隱 + 憂	26.1.a	憂	0 0 0 94
355	26	柏舟	26.1	5	微我無a酒	微 + 我 + 無 + 酒	微 + 我 + 無 + 酒	26.1.a	酒	0 0 0 94
356	26	柏舟	26.1	6	以敖以a遊	以 + 敖 + 以 + 遊	以 + 敖 + 以 + 遊	26.1.a	遊	0 0 0 94
357	26	柏舟	26.2	1	我心匪鑒	我 + 心 + 匪 + 鑒	我 + 心 + 匪 + 鑒		鑒	0 0 0 0
358	26	柏舟	26.2	2	不可以a茹	不 + 可 + 以 + 茹	不 + 可 + 以 + 茹	26.2.a	茹	0 0 0 95
359	26	柏舟	26.2	3	亦有兄弟	亦 + 有 + 兄 + 弟	亦 + 有 + 兄 + 弟		弟	0 0 0 0
360	26	柏舟	26.2	4	不可以a據	不 + 可 + 以 + 據	不 + 可 + 以 + 據	26.2.a	據	0 0 0 95
361	26	柏舟	26.2	5	薄言往a愬	薄 + 言 + 往 + 愬	薄 + 言 + 往 + 愬	26.2.a	愬	0 0 0 95
362	26	柏舟	26.2	6	逢彼之a怒	逢 + 彼 + 之 + 怒	逢 + 彼 + 之 + 怒	26.2.a	怒	0 0 0 95
363	26	柏舟	26.3	1	我心匪a石	我 + 心 + 匪 + 石	我 + 心 + 匪 + 石	26.3.a	石	0 0 0 96
364	26	柏舟	26.3	2	不可b轉也	不 + 可 + 轉 + 也	不 + 可 + 轉 + 也	26.3.b	轉	0 0 97 0
365	26	柏舟	26.3	3	我心匪a席	我 + 心 + 匪 + 席	我 + 心 + 匪 + 席	26.3.a	席	0 0 0 96
366	26	柏舟	26.3	4	不可b卷也	不 + 可 + 卷 + 也	不 + 可 + 卷 + 也	26.3.b	卷	0 0 97 0
367	26	柏舟	26.3	5	威儀棣棣	威 + 儀 + 棣 + 棣	威 + 儀 + 棣 + 棣		棣	0 0 0 0
368	26	柏舟	26.3	6	不可b選也	不 + 可 + 選 + 也	不 + 可 + 選 + 也	26.3.b	選	0 0 97 0
369	26	柏舟	26.4	1	憂心悄a悄	憂 + 心 + 悄 + 悄	憂 + 心 + 悄 + 悄	26.4.a	悄	0 0 0 98
370	26	柏舟	26.4	2	慍于群a小	慍 + 于 + 群 + 小	慍 + 于 + 群 + 小	26.4.a	小	0 0 0 98
371	26	柏舟	26.4	3	覯閔既a?x多	覯 + 閔 + 既 + 多	覯 + 閔 + 既 + 多	26.4.a	多	0 0 0 0
372	26	柏舟	26.4	4	受侮不a少	受 + 侮 + 不 + 少	受 + 侮 + 不 + 少	26.4.a	少	0 0 0 98
373	26	柏舟	26.4	5	靜言思之	靜 + 言 + 思 + 之	靜 + 言 + 思 + 之		思	0 0 0 0
374	26	柏舟	26.4	6	寤辟有a摽	寤 + 辟 + 有 + 摽	寤 + 辟 + 有 + 摽	26.4.a	摽	0 0 0 98
375	26	柏舟	26.5	1	日居月諸	日 + 居 + 月 + 諸	日 + 居 + 月 + 諸		諸	0 0 0 0
376	26	柏舟	26.5	2	胡迭而a微	胡 + 迭 + 而 + 微	胡 + 迭 + 而 + 微	26.5.a	微	0 0 0 99
377	26	柏舟	26.5	3	心之憂x?b矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		矣	0 0 0 0
378	26	柏舟	26.5	4	如匪澣a衣	如 + 匪 + 澣 + 衣	如 + 匪 + 澣 + 衣	26.5.a	衣	0 0 0 99
379	26	柏舟	26.5	5	靜言思x?b之	靜 + 言 + 思 + 之	靜 + 言 + 思 + 之		之	0 0 0 0
380	26	柏舟	26.5	6	不能奮a飛	不 + 能 + 奮 + 飛	不 + 能 + 奮 + 飛	26.5.a	飛	0 0 0 99
381	27	綠衣	27.1	1	綠兮衣兮	綠 + 兮 + 衣 + 兮	綠 + 兮 + 衣 + 兮		衣	0 0 0 0
382	27	綠衣	27.1	2	綠兮黃a裏	綠 + 兮 + 黃 + 裏	綠 + 兮 + 黃 + 裏	27.1.a	裏	0 0 0 100
383	27	綠衣	27.1	3	心之憂矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		憂	0 0 0 0
384	27	綠衣	27.1	4	曷維其a已	曷 + 維 + 其 + 已	曷 + 維 + 其 + 已	27.1.a	已	0 0 0 100
385	27	綠衣	27.2	1	綠兮衣兮	綠 + 兮 + 衣 + 兮	綠 + 兮 + 衣 + 兮		衣	0 0 0 0
386	27	綠衣	27.2	2	綠兮黃a裳	綠 + 兮 + 黃 + 裳	綠 + 兮 + 黃 + 裳	27.2.a	裳	0 0 0 101
387	27	綠衣	27.2	3	心之憂矣	心 + 之 + 憂 + 矣	心 + 之 + 憂 + 矣		憂	0 0 0 0
388	27	綠衣	27.2	4	曷維其a亡	曷 + 維 + 其 + 亡	曷 + 維 + 其 + 亡	27.2.a	亡	0 0 0 101
389	27	綠衣	27.3	1	綠兮a絲兮	綠 + 兮 + 絲 + 兮	綠 + 兮 + 絲 + 兮	27.3.a	絲	0 0 102 0
390	27	綠衣	27.3	2	女所a治兮	女 + 所 + 治 + 兮	女 + 所 + 治 + 兮	27.3.a	治	0 0 102 0
391	27	綠衣	27.3	3	我思古人	我 + 思 + 古 + 人	我 + 思 + 古 + 人		人	0 0 0 0
392	27	綠衣	27.3	4	俾無a訧兮	俾 + 無 + 訧 + 兮	俾 + 無 + 訧 + 兮	27.3.a	訧	0 0 102 0
393	27	綠衣	27.4	1	稀兮綌兮	稀 + 兮 + 綌 + 兮	稀 + 兮 + 綌 + 兮		綌	0 0 0 0
394	27	綠衣	27.4	2	淒其以a風	淒 + 其 + 以 + 風	淒 + 其 + 以 + 風	27.4.a	風	0 0 0 103
395	27	綠衣	27.4	3	我思古人	我 + 思 + 古 + 人	我 + 思 + 古 + 人		人	0 0 0 0
396	27	綠衣	27.4	4	實獲我a心	實 + 獲 + 我 + 心	實 + 獲 + 我 + 心	27.4.a	心	0 0 0 103
397	28	燕燕	28.1	1	燕燕于a飛	燕 + 燕 + 于 + 飛	燕 + 燕 + 于 + 飛	28.1.a	飛	0 0 0 104
398	28	燕燕	28.1	2	差池其b羽	差 + 池 + 其 + 羽	差 + 池 + 其 + 羽	28.1.b	羽	0 0 0 105
399	28	燕燕	28.1	3	之子于a歸	之 + 子 + 于 + 歸	之 + 子 + 于 + 歸	28.1.a	歸	0 0 0 104
400	28	燕燕	28.1	4	遠送于b野	遠 + 送 + 于 + 野	遠 + 送 + 于 + 野	28.1.b	野	0 0 0 105
401	28	燕燕	28.1	5	瞻望弗及	瞻 + 望 + 弗 + 及	瞻 + 望 + 弗 + 及		及	0 0 0 0
402	28	燕燕	28.1	6	泣涕如b雨	泣 + 涕 + 如 + 雨	泣 + 涕 + 如 + 雨	28.1.b	雨	0 0 0 105
403	28	燕燕	28.2	1	燕燕于a飛	燕 + 燕 + 于 + 飛	燕 + 燕 + 于 + 飛	28.2.a	飛	0 0 0 106
404	28	燕燕	28.2	2	頡之b頏之	頡 + 之 + 頏 + 之	頡 + 之 + 頏 + 之	28.2.b	頏	0 0 107 0
405	28	燕燕	28.2	3	之子于a歸	之 + 子 + 于 + 歸	之 + 子 + 于 + 歸	28.2.a	歸	0 0 0 106
406	28	燕燕	28.2	4	遠于b將之	遠 + 于 + 將 + 之	遠 + 于 + 將 + 之	28.2.b	將	0 0 107 0
407	28	燕燕	28.2	5	瞻望弗c及	瞻 + 望 + 弗 + 及	瞻 + 望 + 弗 + 及	28.2.c	及	0 0 0 108
408	28	燕燕	28.2	6	佇立以c泣	佇 + 立 + 以 + 泣	佇 + 立 + 以 + 泣	28.2.c	泣	0 0 0 108
409	28	燕燕	28.3	1	燕燕于a飛	燕 + 燕 + 于 + 飛	燕 + 燕 + 于 + 飛	28.3.a	飛	0 0 0 109
410	28	燕燕	28.3	2	下上其b音	下 + 上 + 其 + 音	下 + 上 + 其 + 音	28.3.b	音	0 0 0 110
411	28	燕燕	28.3	3	之子于a歸	之 + 子 + 于 + 歸	之 + 子 + 于 + 歸	28.3.a	歸	0 0 0 109
412	28	燕燕	28.3	4	遠送于b南	遠 + 送 + 于 + 南	遠 + 送 + 于 + 南	28.3.b	南	0 0 0 110
413	28	燕燕	28.3	5	瞻望弗及	瞻 + 望 + 弗 + 及	瞻 + 望 + 弗 + 及		及	0 0 0 0
414	28	燕燕	28.3	6	實勞我b心	實 + 勞 + 我 + 心	實 + 勞 + 我 + 心	28.3.b	心	0 0 0 110
415	28	燕燕	28.4	1	仲氏任只	仲 + 氏 + 任 + 只	仲 + 氏 + 任 + 只		只	0 0 0 0
416	28	燕燕	28.4	2	其心塞a淵	其 + 心 + 塞 + 淵	其 + 心 + 塞 + 淵	28.4.a	淵	0 0 0 111
